Corpus ID,Authors,Year,Title,DOI,Database,India_confidence,India_reason,NF_confidence,NF_reason,Social_confidence,Social_reason
619,"Ghuriani V., Wassan J.T., Deolal P., Sharma V., Dalal D., Goyal A.",2023,An Integrative Approach Towards Recommending Farming Solutions for Sustainable Agriculture,10.18006/2023.11(2).306.315,Scopus,high,"The study uses a dataset collected from multiple Indian states and evaluates Zero Budget Natural Farming (an Indian farming program), making India the primary study context.",high,"The paper explicitly analyzes Zero Budget Natural Farming (ZBNF) and other sustainable farming solutions, compares ZBNF with non-ZBNF, and assesses ecological and economic impacts (soil microbial diversity, nutrients, profitability).",medium,"The paper compares cost-efficiency and profitability of ZBNF versus non-ZBNF (income/livelihood implications), but the abstract emphasizes agronomic, microbial, and ML modelling with limited detail on broader social factors, so relevance is likely but not certain."
627,"Garg A.K., Kaushal R., Rana V.S., Singh P.",2023,"Assessment of Yield, Quality and Economics of Kiwifruit (Actinidia deliciosa cv. Allison) Production as Influenced by Integrated Nitrogen Management Strategies in Indian Lower Himalayas",10.1007/s42729-023-01429-7,Scopus,high,"The study is an empirical, site-specific assessment of kiwifruit yields, quality, soil properties and economics conducted in the Indian Lower Himalayas and evaluates Indian farming systems (e.g., Subhash Palekar’s Natural Farming), so India is the central focus.",high,"The study explicitly evaluates Subhash Palekar’s Natural Farming (SPNFS) and an organic farming system (vermicompost, poultry manure, FYM) alongside conventional chemical fertilization, assessing yields, soil health and economics, so it clearly addresses alternative/sustainable farming approaches.",high,"The paper includes a substantive economic analysis (costs, gross/net returns and benefit–cost ratios) comparing farming systems, directly addressing income and livelihood outcomes of farmers."
638,"Singh M., Hasan F.Q.",2023,Climate Smart Agriculture Practices in India,10.4108/EW.4645,Scopus,high,"The paper explicitly focuses on climate-smart agriculture in India, uses India-specific statistics (population, GHG share, climate risk ranking) and examines Indian policies, institutions, and financial models, making India the central case and study context.",high,"The paper explicitly addresses Climate-Smart Agriculture, a sustainable/alternative farming framework focused on adaptation, mitigation, resilience and policies for reducing agricultural GHGs in India, which falls within agroecological/alternative approaches.",medium,"The paper explicitly analyzes how climate-smart agriculture objectives are being met in India through policies, institutions, and financial models, indicating a substantive focus on institutional and socio-economic dimensions of farming, though the abstract does not specify investigation of particular social groups (gender, caste, land tenure) so details are uncertain."
639,"Jaacks L.M., Bliznashka L., Craig P., Eddleston M., Gathorne-Hardy A., Kumar R., Mohan S., Norrie J., Rajan S., Roy A., Yandrapu B., Venkateshmurthy N.S., Prabhakaran P.",2023,Co-Benefits of Largescale Organic farming on huMan health (BLOOM): Protocol for a cluster-randomised controlled evaluation of the Andhra Pradesh Community-managed Natural Farming programme in India,10.1371/journal.pone.0281677,Scopus,high,"The study is a cluster-randomised evaluation of the Andhra Pradesh Community-managed Natural Farming programme conducted across districts in Andhra Pradesh, India, making the Indian state and its policy the primary study site and focus.",high,"The study is a cluster-randomised evaluation of the Andhra Pradesh Community-managed Natural Farming (APCNF) programme, an agroecology/organic/natural farming initiative, and explicitly examines pesticide exposure, dietary diversity and health co-benefits of this alternative farming approach.",high,"The protocol explicitly includes social outcomes—women’s empowerment, household income, and gender- and household-level health and nutritional measures—indicating substantive study of socio-economic and gender dimensions of farming."
646,"Ghosh R., Ghosh A.",2023,"Conventional farmers’ attitude toward the organic farming: a study on North 24 Parganas, West Bengal, India",10.1007/s13165-023-00433-6,Scopus,high,"The study is explicitly focused on conventional farmers in North 24 Parganas, West Bengal (India) and uses India-specific data and context, so India is the central focus.",high,"The study explicitly investigates conventional farmers’ attitudes and intentions regarding organic farming in West Bengal, focusing on adoption of a sustainable/alternative farming approach.",high,"The study analyzes conventional farmers’ intentions and perceptions toward organic farming using socio-demographic variables (age, gender, education, farm size) and attitudinal factors, so it substantively addresses social dimensions of farming."
648,"Mawar R., Manjunatha B.L., Sanyal A., Sharma S.K., Singh H.B., Dubey S.C.",2023,"Current Regulatory Requirements for PGPM Products for Management of Seed, Soil and Plant Health: An Overview",10.1007/978-981-19-4124-5_16,Scopus,high,"The paper explicitly analyzes regulatory mechanisms, challenges, and needed modifications for PGPM product development and commercialization in India, making India the primary policy and study context.",high,"Paper addresses plant growth-promoting microorganisms, biofertilizers, biopesticides and biocontrol regulation—topics directly related to alternative, low‑input and agroecological farming approaches in India.",high,"The paper examines regulatory, commercialization and adoption barriers for microbial products—including farmer education, market size and legislative gaps—which are institutional, policy and socio-economic issues rather than purely agronomic outcomes."
651,"Kumar S., Nain M.S., Sangeetha V., Satyapriya",2023,Determinants and Constraints for Adoption of Zero Budget Natural Farming (ZBNF) Practices,10.48165/IJEE.2023.59427,Scopus,high,"The study is an empirical analysis conducted in Wardha district, Maharashtra, focusing on Indian farmers, local constraints, and institutions (ZBNF adoption in an Indian state) as the primary case study.",high,"The study explicitly investigates adoption and constraints of Zero Budget Natural Farming (ZBNF), a recognized agroecological/chemical-free alternative farming approach in India.",high,"The paper explicitly analyzes socio-economic and institutional constraints affecting ZBNF adoption—including labour availability and wages, market access and pricing, certification fees, and the role of farmer organizations—indicating substantive social dimensions."
653,"Babajani A., Muehlberger S., Feuerbacher A., Wieck C.",2023,Drivers and challenges of large-scale conversion policies to organic and agro-chemical free agriculture in South Asia,10.1080/14735903.2023.2262372,Scopus,high,"The paper analyzes large-scale organic conversion programs including Sikkim (an Indian state) as one of the central case studies, making India a primary focus of the study.",high,"The paper analyzes large-scale organic and agrochemical-free conversion programs and policies (including Sikkim’s statewide organic transition and toxin-free initiatives), addressing organic, traditional, and alternative farming approaches and their drivers and barriers.",high,"The qualitative policy study explicitly examines social and economic factors—rural livelihoods, institutional leadership, market access and price premiums, certification costs, extension/knowledge gaps, and traditional practices—indicating substantive analysis of social dimensions of farming."
680,"Boora S., Kaur B., Tyagi R., Bishnoi D.K., Manisha, Rohit",2023,Extent of Adoption of Intercropping Practices Among Farmers of Haryana,10.48165/IJEE.2023.59105,Scopus,high,"The study is explicitly conducted in Haryana (an Indian state) using primary data from local farmers, making India the central study context and population.",high,"The paper directly assesses adoption of intercropping, a multiple-cropping/agroecological practice that promotes diversification and sustainable production, so it addresses alternative/sustainable farming approaches.",high,"The study analyzes adoption patterns in relation to social variables (age, caste, education, income, landholding, inheritance, extension contacts and socio-economic status), showing clear focus on social determinants and livelihoods."
681,Lyngkhoi D.R.,2023,Factors Associated with Shifting Cultivation in Meghalaya: Policy Perspective Probit Approach,10.63040/25827510.2023.02.005,Scopus,high,"The study explicitly focuses on shifting cultivation in Meghalaya (an Indian state), uses a household survey of 250 farmers there, and assesses policy implications for that Indian region, so India is the central context.",high,"The paper examines traditional shifting cultivation (jhum) and explicitly discusses alternative sustainable options such as agroforestry, forest/home gardens and allowing jhum under natural farming, indicating a clear agroecological/alternative farming focus.",high,"The study analyzes socio-economic and demographic determinants (age, family size, per capita income), livelihood alternatives, government incentives and market access influencing continuation of shifting cultivation, i.e., substantive social dimensions."
685,Bhattacharjee S.,2023,From Farmer to Consumer: Exploring Proximity and Direct Selling Initiatives of Organic Farmers of Delhi NCR During COVID-19,10.48416/ijsaf.v29i2.532,Scopus,high,"The study specifically investigates organic farmers in Delhi NCR (National Capital Region), India, using India as the primary study site and population of interest.",high,"Focuses on organic farmers in Delhi NCR participating in alternative food networks and short food supply chains (direct selling), clearly addressing non-conventional/sustainable farming practices and their challenges during COVID-19.",high,"Uses interview data to examine relational and geographical proximity, direct-selling initiatives, and how organic farmers were socially and economically affected by COVID-19, focusing on producer–consumer relations and alternative food networks (community/social structures and livelihoods)."
711,"Kumar R., Kumar S., Yashavanth B.S., Venu N., Meena P.C., Dhandapani A., Kumar A.",2023,Natural Farming Practices for Chemical-Free Agriculture: Implications for Crop Yield and Profitability,10.3390/agriculture13030647,Scopus,high,"The paper is an empirical study conducted in India using survey data from farmers in three Indian states (Andhra Pradesh, Karnataka, Maharashtra), making India the central study site and population.",high,"The paper evaluates Natural Farming/chemical-free agroecological practices (including ZBNF-related inputs like jeevamritha and FYM) and their impacts on yields, costs and farmer adoption across Indian states, clearly addressing alternative sustainable farming approaches.",high,"The study surveys farmers’ adoption experiences and reports on costs, market prices, debt pressures and profitability effects of natural farming, which directly addresses livelihoods and income-related social dimensions."
723,"Rana N., Kumar R., Punam, Sharma G.D., Sharma R.P., Pareek B., Upadhyay R.G.",2023,Performance of Different Farming Practices in Legume based Cropping System under Mid-hills of H.P. Himalayas,10.18805/LR-4722,Scopus,high,"The paper is based on field experiments conducted in Palampur, Himachal Pradesh (mid-hills of the H.P. Himalayas) and analyzes farming practices and cropping systems specific to that Indian region, so India is the central study site.",high,"The study explicitly evaluates organic and natural (and integrated) farming practices versus inorganic systems in legume-based cropping, addressing alternative/sustainable farming approaches.",medium,"Although primarily an agronomic field trial comparing farming systems, the study reports net returns, cost of cultivation and explicitly frames objectives around increasing small and marginal farmers’ income, so it addresses an economic/social dimension (livelihood/income) without broader household or social-group analysis."
725,"Naikah K., Goudra S., Govinda K., Anantha Rama A., Divyajyothi U., Sujatha S., Pallavi M.",2023,"Performance of maize (Zea mays)+ field bean (Dolichos lablab) intercropping system under natural, organic and conventional farming practices",10.56093/ijas.v93i9.136842,Scopus,high,"The study was conducted at a research station in Hiriyur, Chitradurga, Karnataka and evaluates farming practices, yields, and economics in an Indian agricultural context, making India the primary focus.",high,"Compares natural farming (using inputs like jeevamrutha and panchagavya) and organic farming with conventional practices in a maize–field bean intercropping system, indicating an alternative/sustainable farming focus.",high,"The study reports and compares labour costs, material costs, cost of cultivation and gross/net returns across farming systems, addressing economic/livelihood impacts of different farming practices."
726,Das S.,2023,Politically Branding India’s “First Fully Organic State”: Re-Signification of Traditional Practices and Markets in Organic Agriculture,10.1007/s10806-023-09915-9,Scopus,high,"The study focuses on Sikkim, a specific Indian state, using ethnographic interviews and policy/discourse analysis of the state's transition to fully organic agriculture, making India the central case and policy context.",high,"Analyzes Sikkim’s state-led transition to fully organic agriculture, including the promotion of traditional agrarian practices, organic markets, and policy implementation, which is directly about an alternative/sustainable farming approach.",high,"The article uses ethnography and discourse analysis to examine farmers', middlemen's and consumers' socio-political experiences (discontent over yields/prices), cultural framings, and the state's political branding and legitimacy, which are clearly social dimensions of farming."
734,"Gorripati R., Thakur M., Kolagani N.",2023,Promoting Climate Resilient Sustainable Agriculture Through Participatory System Dynamics with Crop-Water-Income Dynamics,10.1007/s11269-023-03533-w,Scopus,high,"The study is a case study of groundwater and agricultural dynamics in an upland village in southern India, using local stakeholders and India-specific data and context, so India is the central focus.",high,"The study identifies and promotes less water‑intensive, chemical‑free and other sustainable farming strategies as solutions to groundwater overexploitation and frames a replicable participatory approach to adopt alternative/agroecological practices.",high,"The study uses participatory system dynamics with stakeholders, including focused group discussions and a post-project survey, and models crop–water–income dynamics—addressing livelihoods/income effects and community/policy engagement rather than solely biophysical outcomes."
743,"Gill S., Johal R.K.",2023,"Resurrecting sustainable farming in India’s Granary: current practices, challenges and solutions",10.1080/21683565.2023.2251430,Scopus,high,"Study explicitly examines farmers’ practices, challenges, and scaling solutions in Punjab (an Indian state), making India the primary study site and population of interest.",high,"The paper explicitly investigates sustainable agriculture and organic farming practices, challenges and scaling-up solutions (including crop diversification and low-cost resource approaches) in Punjab, indicating a clear alternative/sustainable farming focus.",high,"The study examines farmers’ practices and socio-economic challenges (marketing, high labour requirements, low income/yields, resource constraints) and policy/market solutions, indicating substantive focus on social dimensions such as livelihoods, labour and institutional access."
750,"Bahinipati C.S., Singh A.K., Patnaik U.",2023,Soil-based interventions for economic returns in India,10.18520/cs/v124/i5/547-553,Scopus,high,"The abstract explicitly analyzes empirical evidence on soil-based interventions and economic returns in India, cites India-specific crops and the national Soil Health Card policy, so India is the central focus.",high,"The paper evaluates integrated nutrient management and organic/biofertilizer options (soil-based, low-external-input alternatives) versus conventional balanced nutrient use, indicating a focus on sustainable/alternative nutrient management approaches.",medium,"The paper links soil management practices to economic profit and farmer incomes and discusses policy implications, indicating analysis of livelihoods/economic effects rather than only biophysical outcomes."
752,"Paul B., Murari K.K., Patnaik U., Bahinipati C.S., Sasidharan S.",2023,Sustainability transition for Indian agriculture,10.1038/s41598-023-34092-0,Scopus,high,"The paper explicitly analyzes the transition to sustainable inputs in Indian agriculture, uses India-specific statistics and farmers as the study population, and discusses Indian policy and state investment needs, making India the central focus.",high,"The paper analyzes transitions away from chemical fertilizers toward biofertilizers and other sustainable inputs, examining adoption barriers, scale and affordability and proposing a framework for moving Indian agriculture toward sustainable practices.",high,"Abstract examines differential adoption of sustainable inputs across farmer size groups, affordability and distribution (small/marginal vs larger farmers) and policy implications, indicating substantive socio-economic and equity-focused analysis."
763,"Seufert V., Austin S.E., Badami M.G., Turner S., Ramankutty N.",2023,"The diversity of organic farmer motivations and livelihoods in the Global South – A case study in Kerala, India",10.1016/j.geoforum.2022.103670,Scopus,high,"The paper is a case study explicitly focused on organic farmers in the Indian state of Kerala (districts Thrissur and Wayanad), using India-specific data and policy implications, so India is the central study context.",high,"The study explicitly examines organic agriculture in Kerala—typical alternative/sustainable farming—focusing on farmer motivations, livelihoods, and policy implications, so it clearly addresses non-conventional/agroecological approaches.",high,"This qualitative study explicitly investigates farmers’ livelihoods, socio-economic typologies (wealthy hobby, poorer non‑certified, middle‑class export), motivations and satisfaction with organic farming, and draws policy implications — all substantive social dimensions."
768,"Dutta D., Prasad C.S., Chakraborty A.",2023,Thinking beyond Ecology: Can Reskilling Youth Lead to Sustainable Transitions in Agri-Food Systems?,10.3390/socsci12090478,Scopus,high,"The paper explicitly examines agroecological initiatives across India and uses two India-specific case studies (Natural Farming Fellows and a Gandhian university) to analyse youth reskilling for sustainable agri-food systems, making India the central focus.",high,"The paper examines agroecological and Natural Farming initiatives (via a Natural Farming Fellows program) and institutional reskilling aimed at sustainable, non-conventional agri-food transitions in India.",high,"The paper examines youth reskilling, rural livelihoods and institutional programmes (Natural Farming Fellows, university pedagogy) affecting participation in natural farming, addressing generational, socio-economic and institutional social dimensions."
782,"Sadhukhan R., Sharma L.D., Lalhmingsanga, Thangjam R., Chanbisana C.",2024,"A Case Study of Natural Farming in Mizoram, North-East India",10.1201/9781003309581-18,Scopus,high,"The paper is a case study focused on natural farming in Mizoram, a specific state in northeast India, making India the central study site and context.",high,"The paper explicitly examines natural farming—a non‑conventional, eco‑friendly/organic approach—and its adoption and relevance in Mizoram’s north‑eastern hill agriculture.",medium,"The abstract discusses socio-economic conditions (poor farmer livelihoods, limited land holdings, adoption by the farming community and input costs) and frames adoption and viability of natural farming in social/economic terms, indicating study of social dimensions rather than only biophysical outcomes."
784,"Ramdas S.R., Pimbert M.P.",2024,A cog in the capitalist wheel: co-opting agroecology in South India,10.1080/03066150.2024.2310739,Scopus,high,"The paper focuses explicitly on Andhra Pradesh’s Zero Budget/Community Managed Natural Farming programme and analyses agroecology and agrarian change in that Indian state, making India the central case and policy context.",high,"The paper explicitly examines Andhra Pradesh Community-Managed Natural Farming (APCNF) and Zero Budget Natural Farming (ZBNF) within an agroecology/alternative farming framework, critiquing its political-economic implications.",high,"The paper critically examines social dimensions—inequality, dispossession, state–capital relations, governance, and peasant/social movement dynamics around APCNF—indicating substantive analysis of socio-economic and political aspects rather than purely biophysical outcomes."
789,"Bharamappanavara S.C., Srivastava Y., Baraj B., Mishra A.K.",2024,Adoption and Scaling Regenerative Agriculture: Strategies for Sustainable Resource Management in Rice-Based Systems,10.1007/978-981-97-7564-4_10,Scopus,high,"The paper centrally examines natural/sustainable farming adoption in India, cites the Indian Green Revolution context, discusses Indian farmers and specific Indian states (e.g., Andhra Pradesh), and uses Indian rice-based systems as the primary case and population.",high,"The paper explicitly examines regenerative and natural farming approaches (including community-managed and Andhra Pradesh models), sustainable agricultural practices and low-input methods for rice systems, focusing on adoption, scaling and resource management rather than conventional industrial agriculture.",high,"The paper examines farmer adoption and scaling of natural/regenerative practices with attention to marginal farmers, community adoption approaches, cost-of-cultivation and income impacts, and needs for ICT, postharvest and market support, indicating substantive socio-economic and community dimensions."
792,"Srinivasa Reddy M., Mishra B.",2024,Advancing Women’s Empowerment and Labour Market Mobility Through MGNREGA in Andhra Pradesh and Telangana,10.1007/978-981-97-9218-4_11,Scopus,high,"The study centers explicitly on India—analyzing MGNREGA impacts and APCNF in the Indian states of Andhra Pradesh and Telangana, making India the primary case and policy context.",high,"The paper explicitly discusses Andhra Pradesh Community-Managed Natural Farming (APCNF) as a strategy for year-round income and its integration with MGNREGA, indicating a clear focus on community-based natural/sustainable farming.",high,"Explicitly examines social dimensions—women’s empowerment, rural labour market impacts, seasonal employment, income and migration dynamics, and policy integration of MGNREGA with APCNF to address livelihoods and poverty alleviation."
794,"Gill S., Johal R.K.",2024,Agrarian Distress in Indian Punjab: A Public Policy Paralysis,10.1525/cse.2024.2168761,Scopus,high,"The paper focuses specifically on agrarian distress and policy options in Punjab (an Indian state) and discusses the Indian policy context and stakeholders, making India the central study site.",high,"The paper explicitly contrasts conventional Green Revolution practices with organic farming and examines policy options and environmental/resource impacts, indicating a clear focus on alternative/sustainable agriculture.",high,"The paper focuses on agrarian distress, stakeholder perspectives and policy choices affecting socio-economic outcomes and livelihoods in Punjab, indicating substantive treatment of social dimensions (policy participation, stakeholders, and socio-economic impacts)."
799,"Shubham, Mukteshawar R., Rohila A.K., Chahal P.K., Ghanghas B.S., Kumar R.",2024,Analysis of constraints on the adoption of management practices for water conservation in Haryana,10.36953/ECJ.26032748,Scopus,high,"The study is explicitly based on primary fieldwork in five districts of Haryana, India, focusing on Indian farmers and local water-conservation management constraints, so India is the central study context.",high,The study investigates farmers’ adoption of water-conservation management practices—a sustainable/conservation agriculture issue—so it addresses alternative/sustainable farming approaches.,high,"Survey-based study of farmers’ constraints to adopting water-conservation practices addresses socio-economic barriers (financial, infrastructure, labor, awareness) and policy/motivation issues, so it substantively examines social dimensions of farming."
805,Mishra B.,2024,Assessing Farm Income and Input Efficiency Under Zero-budget Natural Farming in India,10.1177/00194662241265469,Scopus,high,"The study explicitly examines Zero-budget Natural Farming among Indian farmers using household survey data and Indian policy/contextual analysis, making India the primary study site and population of interest.",high,"The study explicitly evaluates Zero-budget Natural Farming (ZBNF) and associated agroecological practices versus chemical farming, focusing on costs, income, and input efficiency, which are alternative/sustainable farming approaches.",high,"Uses household survey and political agroecology framing to analyze farm income, production costs, input efficiency and region-specific heterogeneities, including government and local stakeholder support and constraints — addressing livelihoods, socio-economic and policy dimensions."
806,"Habanyati E.J., Paramasivam S., Seethapathy P., Manalil S.",2024,"Assessing Organic Farming Adoption in Selected Districts of Tamil Nadu: Challenges, Practices, and Pathways for Growth",10.3390/agronomy14112537,Scopus,high,"The paper is centrally focused on organic farming adoption in Tamil Nadu (India), using a primary survey of farmers across specific Indian districts and region-specific analyses, so India is the primary study context.",high,"The study explicitly examines adoption, practices, region-specific inputs, and challenges of organic farming among smallholder farmers in Tamil Nadu, including traditional organic formulations and microbial bio-inputs, making it clearly about a non-conventional sustainable farming approach.",high,"The paper surveys 300 smallholder organic growers and analyzes farmer perceptions, economic viability, market demand, information services and adoption challenges—substantive socio-economic and livelihood dimensions rather than purely agronomic outcomes."
818,"Kuruganti K., Prasad C.S., Shah K.",2024,Balancing Collaboration with Autonomy: Civil Society and Agroecology Movement in India,10.1177/09730052241301501,Scopus,high,"The paper explicitly examines the agroecology movement and civil society actions within India, traces historical and policy developments in the Indian context, and focuses on Indian state-level scaling of natural farming, making India the central study site.",high,"Explicitly examines the agroecology movement and natural/organic farming in India, including scaling of natural farming and civil-society roles in promoting alternatives to conventional agriculture.",high,"The paper substantively examines social and political dimensions of agriculture by analyzing civil society and the agroecology movement in India, including organizational dynamics, marginalised knowledge systems, socio-economic concerns, and scaling/participation issues rather than only biophysical outcomes."
830,"Keller C., Joshi S., Joshi T., Goldmann E., Riar A.",2024,Challenges for crop diversification in cotton-based farming systems in India: a comprehensive gap analysis between practices and policies,10.3389/fagro.2024.1370878,Scopus,high,The study explicitly examines crop diversification in cotton-based farming systems across multiple specific Indian states and uses India-focused stakeholders and national policy analysis as its core focus.,high,"The study focuses on crop diversification (crop rotation, intercropping), sustainable agriculture and organic cotton in cotton-based smallholder systems and analyzes barriers and policy levers for adoption of these agroecological practices.",high,"The study examines socio-economic and policy barriers and levers to crop diversification—including impacts on smallholder livelihoods, capacity building, market/policy constraints, and women’s empowerment—based on stakeholder interviews and participatory workshops."
845,"Patil D., Jha S.K., Bellagi R.D., Priyanka B.N., Gunashekhar H., Chethan Patil N.D.",2024,Diverging Views on Zero Budget Natural Farming (ZBNF): Insights from Farmers in Northern Karnataka,10.48165/IJEE.2024.60402,Scopus,high,"The study is based on primary survey data from farmers in two districts of Northern Karnataka, India, making an Indian state the central study site and the Indian farming population the primary focus.",high,"The paper explicitly studies Zero Budget Natural Farming (ZBNF) adoption and farmers’ perceptions, which is a non-conventional, sustainable agricultural approach.",high,"The study examines farmer perceptions and adoption categories (adopters, planners, non-adopters) and compares social factors influencing adoption such as labour intensity, reliance on indigenous cattle, and attitudes toward machinery and yields, indicating a substantive social-dimension analysis."
846,"Athawale S., Singh R., Bey B.S., Singh R.J.",2024,Dynamics and Determinants of Crop Diversification Under Natural Farming Regime in Arunachal Pradesh: Application of Tobit Model,10.63040/25827510.2024.02.010,Scopus,high,"The paper is a primary empirical study of crop diversification in specific blocks of East Siang District, Arunachal Pradesh, using data from Indian farmers, so India (an Indian state) is the central focus.",high,"The paper explicitly examines crop diversification under a natural farming regime and discusses traditional/natural farming practices and organic/natural farming techniques in Arunachal Pradesh, indicating a clear alternative/sustainable agriculture focus.",high,"The paper analyses socio-economic determinants of crop diversification (farm size, education, net returns, price exposure) and discusses implications for small and marginal farmers and policy, indicating substantive social dimensions rather than purely agronomic focus."
848,"Ajatasatru A., Prabhu V., Pal B.D., Mukhopadhyay K.",2024,Economy-wide impact of climate smart agriculture in India: a SAM framework,10.1186/s40008-023-00320-z,Scopus,high,"The paper uses an Indian Social Accounting Matrix (2017–18) and evaluates climate-smart agriculture interventions, cropping shifts, and policy implications specifically for India, making India the primary study context and dataset.",high,"The study explicitly evaluates Climate‑Smart Agriculture interventions including Conservation Agriculture, SRI‑SWI, Natural/Zero‑Budget/Organic farming and shifts to lower‑emission crops, so it clearly addresses alternative/sustainable/agroecological farming approaches.",high,"The study uses a Social Accounting Matrix to estimate economy-wide and household income effects of climate-smart farming interventions, addressing socio-economic and livelihood impacts rather than solely biophysical outcomes."
862,"Sahu R.S., Tiwari M.",2024,Ensuring sustainable livelihoods and inclusive growth of Indian smallholder farmers through organic farming: a systematic literature review,10.1007/s42532-024-00190-0,Scopus,high,"The paper explicitly investigates organic farming and its impacts on smallholder and marginal farmers in India, using a systematic review focused on the Indian context, so India is the central study population and policy context.",high,"The paper is a systematic review of organic farming in India and its effects on smallholder livelihoods and sustainability, which directly addresses a non-conventional, sustainable/agroecological farming approach.",high,"The review explicitly examines socio-economic outcomes and inclusive growth for Indian smallholders—addressing livelihoods, income/profit margins, labour requirements, market access and constraints—indicating substantive social analysis."
867,"Ghasal P.C., Mishra R.P., Choudhary J., Dutta D., Bhanu C., Meena A.L., Ravisankar N., Kumar A., Panwar A.S.",2024,"Evaluation of integrated crop management, organic management and natural farming in basmati rice-wheat system under Upper Indo-Gangetic Plains",10.1080/01904167.2023.2209117,Scopus,high,"The study is conducted in the Upper Indo-Gangetic Plains and focuses on the basmati rice–wheat system and locally used Indian management practices (e.g., Beejamrit, Jeevamrit, natural farming), so India is the primary study context.",high,"Directly evaluates organic management and natural farming (using inputs like Beejamrit/Jeevamrit) alongside integrated crop management, assessing productivity and soil health in a rice–wheat system, so it addresses alternative/sustainable farming approaches.",medium,"Although mainly agronomic and soil-focused, the study reports net returns and profitability (income effects) of management systems, which addresses a socio-economic dimension of farming rather than purely biophysical outcomes."
868,"Ch L.D., Bharath Y., Bliznashka L., Kumar V.T., Jonnala V., Chekka V., Yebushi S., Roy A., Venkateshmurthy N.S., Prabhakaran P., Jaacks L.M.",2024,"Evidence of potential impacts of a nutrition-sensitive agroecology program in Andhra Pradesh, India, on dietary diversity, nutritional status, and child development",10.1371/journal.pone.0286356,Scopus,high,"The study evaluates a large-scale nutrition-sensitive agroecology program implemented in Andhra Pradesh and analyzes dietary, nutritional, and child development outcomes in Indian villages, making India the primary study site and population.",high,"The study evaluates a large-scale nutrition-sensitive agroecology program (including homestead food production, crop planning, and related sustainable/agroecological interventions) and its impacts on diets, nutrition, and child development, so it clearly addresses alternative/sustainable farming approaches.",high,"The study evaluates a nutrition-sensitive agroecology program with household- and individual-level social outcomes (men’s and women’s dietary diversity, caregiver-reported child development, anemia prevalence) and includes socioeconomic variables, so it substantively addresses social dimensions of farming interventions."
871,Mishra A.,2024,Extension Strategies for Climate Resilient Agriculture in Eastern Himalayan,10.1007/978-981-99-8014-7_13,Scopus,high,"The study explicitly analyzes farmer perceptions, adaptation strategies, and extension policies for climate-resilient agriculture in India’s Eastern Himalayan region (Central Agricultural University, Imphal, Manipur and the seven North East states), making India the central focus.",high,"The study examines farmer perceptions and adaptation strategies for climate‑resilient agriculture in the Eastern Himalaya and explicitly highlights adoption of natural farming and climate‑smart/transformational changes in cropping systems and land use, indicating an agroecological/alternative farming focus.",high,"The paper examines farmer perceptions and adaptation strategies and the role of extension services, institutions and policy in influencing adoption — substantive social dimensions of decision-making, institutional influence and acceptance."
872,"Thangjam B., Jha K.K., Sharma S., Singh H.",2024,Factors Affecting on Adoption of Sustainable Agricultural Practices in Manipur,10.48165/IJEE.2024.60213,Scopus,high,"Study is explicitly conducted in Manipur (an Indian state) with India-specific data and sample, making India the central focus of the paper.",high,"The study explicitly examines farmer adoption of sustainable agricultural practices (e.g., manual weeding, crop rotation) and factors influencing uptake, indicating a clear focus on alternative/low-input sustainable farming approaches.",medium,"This survey and regression study of farmers' adoption behavior in Manipur likely examines socio-economic and demographic determinants (livelihood, awareness, landholding, etc.) that are social dimensions of farming, but the abstract does not explicitly list which specific social factors (gender, caste, tenure, migration) were analyzed."
873,"Janakanandhini P., Malarkodi M., Divya K., Padma S.R., Vidhya D.",2024,"Farmers' preference of organic farming in Coimbatore district, India",10.14719/pst.5772,Scopus,high,"The study is explicitly conducted in Coimbatore district and analyzes Indian farmers' preferences and barriers to organic farming, making India the primary study site and population of interest.",high,"The study explicitly examines adoption and farmer preferences for organic farming and barriers to certification, addressing a non-conventional, sustainable agricultural approach.",high,"The study examines farmers' motivations and barriers to adopting organic farming—highlighting economic incentives, market demand, certification costs, and the need for targeted training—indicating substantive socio-economic and policy-related analysis rather than purely agronomic focus."
875,"Thangjam B., Jha K.K.",2024,Farmers’ Attitude towards Adoption of Sustainable Agricultural Practices: A Study in Manipur,10.48165/IJEE.2024.60407,Scopus,high,"The study is conducted in four districts of Manipur (an Indian state) with data from local farmers, making India the primary geographic and population focus.",high,"The study specifically examines farmers' attitudes and determinants for adopting sustainable agricultural practices in Manipur, indicating a clear focus on non-conventional/sustainable farming approaches.",high,"The study analyzes socio-economic determinants of farmers’ attitudes (age, family size, education, landholding, extension contacts, etc.) and recommends social measures like farmer cooperatives, indicating substantive treatment of social dimensions."
876,"Jayaraman A., Rajan S.C., Ramu P.",2024,Food system resilience: Unraveling power relations and the Matthew effect in farmers networks,10.1016/j.techfore.2023.123144,Scopus,high,"The study uses field data from two natural farming Farmer Producer Companies in rural India and analyzes India-specific institutions, populations, and governance, making India the central focus.",high,"The study explicitly examines Farmer Producer Companies practicing natural farming, a non-conventional/sustainable agroecological approach, and analyzes how power relations affect their resilience, so it clearly fits the review scope.",high,"The study explicitly investigates social dimensions—power relations, inequality (Matthew effect), democratic participation, and the inclusion of marginal and women farmers within Farmer Producer Companies, addressing socio-economic and gender aspects of food-system resilience."
